Mokėtojo Nr.,Apskaitos taško Nr.,Objekto Nr.,Pastaba,Gatvės pavadinimas,Namo Nr.,Namo raidė
IM205532,1,OBJ00015224,karštas-vanduo-lygiagrečiai,V. Krėvės pr.,108,A
IM205533,2,OBJ00016474,Karštas-vanduo-lygiagrečiai,Savanorių pr.,248,B
IM205535,1,OBJ00013589,karštas vanduo-nuosekliai,Savanorių pr.,284,A
IM205541,1,OBJ00017989,karštas-vanduo-lygiagrečiai,Baltijos g.,56,
IM205547,9001,OBJ00018746,karštas-vanduo-lygiagrečiai,A. Kačanausko g.,11,
IM205551,9001,OBJ00018750,karštas-vanduo-nuosekliai,S. Lozoraičio g.,11,
IM205553,7001,5058SN901,Karštas-vanduo-lygiagrečiai,Tvirtovės al.,12,
IM205556,9001,OBJ00019689,Karštas-vanduo-nuosekliai,A. Kačanausko g.,18,
IM205557,9001,OBJ00019212,Karštas-vanduo-nuosekliai,Savanorių pr.,372,
IM205559,9001,OBJ00019615,karštas-vanduo-nuosekliai,A. Baranausko g.,5,
IM205562,9001,OBJ00020362,Karštas-vanduo-nuosekliai,Maironio g.,33,
IM205567,9001,OBJ00019081,karštas-vanduo-nuosekliai,Savanorių pr.,108,
IM205569,9001,OBJ00020058,karštas-vanduo-nuosekliai,Taikos pr.,79,
IM205571,9001,OBJ00020052,karštas-vanduo-nuosekliai,Pašilės g.,76,
IM205572,9001,OBJ00019985,karštas-vanduo-nuosekliai,Kranto al.,48,
IM205573,9001,OBJ00021084,Karštas-vanduo-nuosekliai,Kalniečių g.,235,
IM205574,9001,OBJ00021585,karštas-vanduo-nuosekliai,Pašilės g.,38,
IM205575,9001,OBJ00021377,karštas-vanduo-nuosekliai,V. Krėvės pr.,64,
IM205576,9001,OBJ00021920,karštas-vanduo-nuosekliai,Kalniečių g.,164,
IM205577,9001,OBJ00020301,karštas-vanduo-nuosekliai,V. Krėvės pr.,52,
IM205579,9001,OBJ00018814,karštas-vanduo-nuosekliai,V. Krėvės pr.,114,A
IM205579,9001,OBJ00018820,karštas-vanduo-nuosekliai,V. Krėvės pr.,114,B
IM205579,9001,OBJ00018822,karštas-vanduo-nuosekliai,V. Krėvės pr.,114,C
IM205579,9003,OBJ00018824,karštas-vanduo-nuosekliai,V. Krėvės pr.,114,D
IM205588,9001,OBJ00023100,karštas-vanduo-nuosekliai,Sukilėlių pr.,83,
IM206001,9097,OBJ00019665,karštas-vanduo-nuosekliai,L. Sapiegos g.,1,
IM206001,9089,OBJ00023311,karštas-vanduo-nuosekliai,Vasario 16-osios g.,4,;6
IM206001,9801,OBJ00023328,karštas-vanduo-nuosekliai,I. Kanto g.,4,
IM206001,9203,OBJ00022936,karštas-vanduo-nuosekliai,Savanorių pr.,6,
IM206001,9066,OBJ00023312,karštas-vanduo-nuosekliai,Maironio g.,6,
IM206001,9092,OBJ00023006,karštas-vanduo-nuosekliai,Vasario 16-osios g.,7,;9
IM206001,9204,OBJ00022917,karštas-vanduo-nuosekliai,Savanorių pr.,10,
IM206001,9070,OBJ00022979,karštas-vanduo-nuosekliai,Maironio g.,12,
IM206001,9035,OBJ00029947,Karštas-vanduo-nuosekliai,I. Kanto g.,12,
IM206001,9060,OBJ00030580,Karštas-vanduo-nuosekliai,S. Daukanto g.,16,
IM206001,9075,OBJ00023075,karštas-vanduo-nuosekliai-atjungtas,Maironio g.,18,
IM206001,9194,OBJ00029954,Karštas-vanduo-nuosekliai,E. Ožeškienės g.,20,
IM206001,9865,OBJ00023002,karštas-vanduo-nuosekliai-demontuotas,V. Putvinskio g.,24,
IM206001,9197,OBJ00023009,karštas-vanduo-nuosekliai-demontuotas,E. Ožeškienės g.,24,
IM206001,9081,OBJ00023078,karštas-vanduo-nuosekliai-atjungtas,Maironio g.,26,A
IM206001,9001,OBJ00023350,Karštas-vanduo-nuosekliai,Karaliaus Mindaugo,29,
IM206001,9003,OBJ00023349,Karštas-vanduo-nuosekliai,Karaliaus Mindaugo,32,
IM206001,9085,OBJ00029957,Karštas-vanduo nuosekliai,Maironio g.,40,
IM206001,9076,OBJ00027506,karštas-vanduo nuosekliai,Kęstučio g.,44,
IM206001,9056,OBJ00022996,karštas-vanduo-nuosekliai,Savanorių pr.,48,
IM206001,9589,OBJ00021076,Karštas-vanduo-nuosekliai,Kęstučio g.,55,
IM206001,9213,OBJ00022446,Karštas-vanduo-nuosekliai,Savanorių pr.,60,
IM206001,9024,OBJ00022977,karštas-vanduo-nuosekliai,Kęstučio g.,61,
IM206001,9180,OBJ00022981,karštas-vanduo-nuosekliai,Laisvės al.,65,B
IM206001,9123,OBJ00029953,Karštas-vanduo-nuosekliai,Laisvės al.,78,
IM206001,9123,OBJ00029955,Karštas-vanduo-nuosekliai,Laisvės al.,78,
IM206001,9055,OBJ00023005,karštas-vanduo-demontuotas,Kęstučio g.,89,A
IM206001,9034,OBJ00026929,karštas-vanduo-nuosekliai,Kęstučio g.,93,
IM206002,9018,OBJ00030588,Karštas-vanduo-nuosekliai,V. Krėvės pr.,1,
IM206002,9660,OBJ00018720,karštas-vanduo-nuosekliai,Studentų g.,2,A
IM206002,9240,OBJ00021083,Karštas-vanduo-nuosekliai,Draugystės g.,3,A
IM206002,9019,OBJ00023358,karštas-vanduo-nuosekliai,V. Krėvės pr.,3,
IM206002,9021,OBJ00018513,karštas-vanduo-nuosekliai,V. Krėvės pr.,5,
IM206002,9237,OBJ00026651,Karštas-vanduo-nuosekliai,Draugystės g.,5,A
IM206002,9236,OBJ00018693,karštas-vanduo-nuosekliai,Draugystės g.,7,C
IM206002,9260,OBJ00018695,karštas-vanduo-nuosekliai,Draugystės g.,7,B
IM206002,9246,OBJ00018706,karštas-vanduo-nuosekliai,Draugystės g.,7,A
IM206002,9131,OBJ00026062,karštas-vanduo-lygiagrečiai,Varpo g.,7,
IM206002,9225,OBJ00018506,karštas-vanduo-nuosekliai,Draugystės g.,9,E
IM206002,9228,OBJ00018697,karštas-vanduo-lygiagrečiai,Draugystės g.,9,B
IM206002,9002,OBJ00020528,Karštas-vanduo-nuosekliai (36-60 bt.),Draugystės g.,9,E
IM206002,9227,OBJ00021095,karštas-vanduo-nuosekliai,Draugystės g.,9,F
IM206002,9230,OBJ00023139,karštas-vanduo-nuosekliai,Draugystės g.,9,D
IM206002,9049,OBJ00018324,karštas-vanduo-nuosekliai,Birželio 23-osios g.,10,
IM206002,9027,OBJ00018632,karštas-vanduo-nuosekliai,V. Krėvės pr.,11,
IM206002,9133,OBJ00026098,Karštas-vanduo-lygiagrečiai,Gražinos g.,11,
IM206002,9050,OBJ00018325,karštas-vanduo-nuosekliai,Birželio 23-osios g.,14,
IM206002,9536,OBJ00026061,karštas-vanduo-lygiagrečiai,Varpo g.,15,
IM206002,9199,OBJ00018182,karštas-vanduo-nuosekliai,Saulės g.,16,
IM206002,9032,OBJ00023138,karštas-vanduo-nuosekliai,V. Krėvės pr.,17,
IM206002,9033,OBJ00023162,karštas-vanduo-nuosekliai,V. Krėvės pr.,17,A
IM206002,9074,OBJ00019983,karštas-vanduo-nuosekliai,J. Basanavičiaus al.,20,
IM206002,9664,OBJ00018137,karštas-vanduo-nuosekliai,Saulės g.,22,
IM206002,9127,OBJ00020080,karštas-vanduo-nuosekliai,J. I. Kraševskio g.,23,
IM206002,9035,OBJ00018554,karštas-vanduo-nuosekliai,V. Krėvės pr.,25,
IM206002,9036,OBJ00018555,karštas vanduo nuosekliai,V. Krėvės pr.,27,
IM206002,9069,OBJ00018715,karštas-vanduo-nuosekliai,A. Baranausko g.,28,
IM206002,9259,OBJ00023176,karštas-vanduo-lygiagrečiai,Partizanų g.,28,
IM206002,9132,OBJ00026104,Karštas-vanduo-lygiagrečiai (1 - 50 bt.),Rimvydo g.,28,
IM206002,9133,OBJ00026104,Karštas-vanduo-nuosekliai (51 - 80 bt.),Rimvydo g.,28,
IM206002,9537,OBJ00018709,karštas-vanduo-lygiagrečiai,A. Baranausko g.,30,
IM206002,9054,OBJ00018595,Karštas-vanduo-nuosekliai,Partizanų g.,32,
IM206002,9528,OBJ00021525,karštas-vanduo-nuosekliai,Ryšių g.,32,
IM206002,9040,OBJ00018700,karštas-vanduo-nuosekliai,V. Krėvės pr.,33,
IM206002,9075,OBJ00018681,Karštas-vanduo-nuosekliai,J. Basanavičiaus al.,34,A
IM206002,9055,OBJ00026522,Karštas-vanduo-nuosekliai,Partizanų g.,36,
IM206002,9037,OBJ00018683,karštas-vanduo-nuosekliai,V. Krėvės pr.,37,
IM206002,9024,OBJ00018661,karštas-vanduo-nuosekliai,Partizanų g.,38,A
IM206002,9042,OBJ00022731,Karštas-vanduo-nuosekliai,V. Krėvės pr.,39,
IM206002,9006,OBJ00018717,karštas-vanduo-nuosekliai,Taikos pr.,40,
IM206002,9043,OBJ00023145,karštas-vanduo-nuosekliai,V. Krėvės pr.,41,
IM206002,9009,OBJ00026102,Karštas-vanduo-lygiagrečiai,Taikos pr.,44,
IM206002,9046,OBJ00022730,Karštas-vanduo-nuosekliai,V. Krėvės pr.,45,
IM206002,9046,OBJ00030589,Karštas-vanduo-nuosekliai,V. Krėvės pr.,47,
IM206002,9056,OBJ00022648,Karštas-vanduo-nuosekliai,Partizanų g.,50,
IM206002,9057,OBJ00021381,karštas-vanduo-nuosekliai,Partizanų g.,54,
IM206002,9058,OBJ00022565,karštas-vanduo-nuosekliai,Partizanų g.,56,
IM206002,9059,OBJ00018568,karštas-vanduo-nuosekliai,Kovo 11-osios g.,57,
IM206002,9060,OBJ00018516,karštas-vanduo-nuosekliai,Kovo 11-osios g.,59,
IM206002,9013,OBJ00022379,Karštas-vanduo-nuosekliai,Taikos pr.,60,
IM206002,9061,OBJ00023203,karštas-vanduo-lygiagrečiai,Kovo 11-osios g.,61,
IM206002,9063,OBJ00018557,karštas-vanduo-nuosekliai,Kovo 11-osios g.,69,
IM206002,9064,OBJ00018609,Karštas-vanduo-nuosekliai,Kovo 11-osios g.,73,
IM206002,9774,OBJ00020083,karštas-vanduo-nuosekliai,Radvilėnų pl.,80,
IM206002,9244,OBJ00019499,karštas-vanduo-lygiagrečiai,Taikos pr.,82,1K
IM206002,9775,OBJ00020084,karštas-vanduo-nuosekliai,Radvilėnų pl.,82,
IM206002,9242,OBJ00023753,karštas-vanduo-nuosekliai,Taikos pr.,82,B
IM206002,9251,OBJ00023168,karštas-vanduo-lygiagrečiai,Taikos pr.,84,
IM206002,9249,OBJ00023169,karštas-vanduo-lygiagrečiai,Taikos pr.,84,
IM206003,9942,OBJ00020045,karštas-vanduo-nuosekliai,Lietuvių g.,2,
IM206003,9026,OBJ00022424,karštas-vanduo-lygiagrečiai,Taikos pr.,2,
IM206003,9037,OBJ00020115,karštas-vanduo-lygiagrečiai,J. Žemgulio g.,3,
IM206003,9044,OBJ00020047,karštas-vanduo-nuosekliai,Aukštaičių g.,5,
IM206003,9464,OBJ00029490,Karštas-vanduo-nuosekliai,Partizanų g.,5,A
IM206003,9036,OBJ00020087,karštas-vanduo-nuosekliai,J. Žemgulio g.,11,
IM206003,9038,OBJ00020092,karštas-vanduo-nuosekliai,J. Žemgulio g.,13,
IM206003,9151,OBJ00021087,karštas-vanduo-nuosekliai,Aušros g.,23,
IM206003,9018,OBJ00018497,karštas-vanduo-nuosekliai,Partizanų g.,29,I
IM206003,9860,OBJ00020046,"karštas-vanduo-nuosekliai,autonominis šildymas",Aukštaičių g.,29,
IM206003,9068,OBJ00020114,karštas-vanduo-nuosekliai,Č. Sasnausko g.,38,
IM206003,9042,OBJ00020088,karštas-vanduo-nuosekliai,Žemaičių g.,42,
IM206003,9003,OBJ00019984,karštas-vanduo-nuosekliai,J. Basanavičiaus al.,47,
IM206003,9021,OBJ00022756,karštas-vanduo-nuosekliai,J. Basanavičiaus al.,62,
IM206003,9399,OBJ00030609,Karštas-vanduo-nuosekliai,P. Višinskio g.,88,
IM206003,9766,OBJ00022426,karštas-vanduo-nuosekliai,Savanorių pr.,172,
IM206003,9025,OBJ00025966,Karštas-vanduo-lygiagrečiai,Savanorių pr.,196,
IM206003,2029,6003SN29,karštas-vanduo,Savanorių pr.,222,A
IM206003,9030,OBJ00023369,karštas-vanduo-nuosekliai,Savanorių pr.,224,
IM206003,9768,OBJ00026687,karštas-vanduo-nuosekliai,Savanorių pr.,228,
IM206003,9032,OBJ00023367,karštas-vanduo-nuosekliai,Savanorių pr.,246,
IM206003,9033,OBJ00018503,karštas-vanduo-nuosekliai,Savanorių pr.,258,1-50 BT
IM206003,9034,OBJ00018510,karštas-vanduo-nuosekliai,Savanorių pr.,258,51-100 BT
IM206003,9035,OBJ00023368,karštas-vanduo-nuosekliai,Savanorių pr.,268,
IM206003,9086,OBJ00023453,Karštas-vanduo-nuosekliai,Savanorių pr.,294,
IM206003,9088,OBJ00023450,Karštas-vanduo-nuosekliai,Savanorių pr.,298,
IM206003,9089,OBJ00023452,Karštas-vanduo-nuosekliai,Savanorių pr.,304,
IM206003,9090,OBJ00023451,Karštas-vanduo-nuosekliai,Savanorių pr.,312,
IM206003,9091,OBJ00018668,karštas-vanduo-nuosekliai,Savanorių pr.,314,
IM206005,9095,OBJ00023274,Karštas-vanduo-nuosekliai,Šarkuvos g.,1,
IM206005,9079,OBJ00023253,karštas-vanduo-nuosekliai,Šarkuvos g.,2,
IM206005,9001,OBJ00023291,karštas-vanduo-nuosekliai,Rasytės g.,2,
IM206005,9005,OBJ00023292,karštas-vanduo-nuosekliai,Rasytės g.,3,
IM206005,9044,OBJ00018563,karštas-vanduo-nuosekliai,Jotvingių g.,4,
IM206005,9002,OBJ00020097,karštas-vanduo-nuosekliai,Vandžiogalos pl.,4,
IM206005,9002,OBJ00023298,Karštas-vanduo-nuosekliai,Rasytės g.,4,
IM206005,9019,OBJ00018593,karštas-vanduo-lygiagrečiai,Jotvingių g.,5,
IM206005,9038,OBJ00023254,karštas-vanduo-lygiagrečiai,Šarkuvos g.,5,
IM206005,9015,OBJ00023278,karštas-vanduo-nuosekliai,Vėtrungės g.,6,
IM206005,9016,OBJ00019418,karštas-vanduo-lygiagrečiai,Vėtrungės g.,7,
IM206005,9028,OBJ00023255,karštas-vanduo-lygiagrečiai,Šarkuvos g.,7,
IM206005,9074,OBJ00023293,karštas-vanduo-nuosekliai,Rasytės g.,7,
IM206005,9025,OBJ00020040,karštas-vanduo-nuosekliai,Vandžiogalos g.,8,
IM206005,9017,OBJ00019417,karštas-vanduo-nuosekliai,Vėtrungės g.,9,
IM206005,9076,OBJ00023227,karštas-vanduo-nuosekliai,Kuršių g.,10,
IM206005,9003,OBJ00023294,karštas-vanduo-nuosekliai,Rasytės g.,10,
IM206005,9040,OBJ00023256,karštas-vanduo-lygiagrečiai,Šarkuvos g.,11,
IM206005,9039,OBJ00023576,karštas-vanduo-lygiagrečiai,Šarkuvos g.,13,
IM206005,9070,OBJ00018572,karštas-vanduo-nuosekliai,Jotvingių g.,14,
IM206005,9065,OBJ00023275,Karštas-vanduo-lygiagrečiai,Šarkuvos g.,14,
IM206005,9035,OBJ00023225,karštas-vanduo-nuosekliai,Kuršių g.,16,
IM206005,9064,OBJ00023276,Karštas-vanduo-lygiagrečiai,Šarkuvos g.,16,
IM206005,9036,OBJ00023263,karštas-vanduo-nuosekliai,Šarkuvos g.,17,
IM206005,9004,OBJ00023296,Karštas-vanduo-nuosekliai,Rasytės g.,18,
IM206005,9066,OBJ00027703,Karštas-vanduo-lygiagrečiai,Šarkuvos g.,18,
IM206005,9080,OBJ00023226,karštas-vanduo-nuosekliai,Kuršių g.,20,
IM206005,9006,OBJ00023303,karštas-vanduo-nuosekliai,Rasytės g.,24,
IM206005,9030,OBJ00023262,karštas-vanduo-nuosekliai,Šarkuvos g.,25,
IM206005,9007,OBJ00023300,karštas-vanduo-nuosekliai,Rasytės g.,26,
IM206005,9023,OBJ00023305,karštas-vanduo-nuosekliai,Rasytės g.,28,
IM206005,9048,OBJ00023257,karštas-vanduo-nuosekliai,Šarkuvos g.,31,
IM206005,9008,OBJ00023304,karštas-vanduo-nuosekliai,Rasytės g.,32,
IM206005,9026,OBJ00018498,karštas-vanduo-nuosekliai,Kuršių g.,38,
IM206005,9010,OBJ00023318,karštas-vanduo-nuosekliai,Rasytės g.,38,
IM206005,9012,OBJ00023319,karštas-vanduo-nuosekliai,Rasytės g.,40,
IM206005,9045,OBJ00018508,karštas-vanduo-nuosekliai,Kuršių g.,42,
IM206005,9013,OBJ00023320,karštas-vanduo-nuosekliai,Rasytės g.,48,
IM206005,9014,OBJ00023321,karštas-vanduo-nuosekliai,Rasytės g.,50,
IM206005,9021,OBJ00018601,karštas-vanduo-lygiagrečiai,Kuršių g.,52,
IM206005,9020,OBJ00018727,karštas-vanduo- lygiagrečiai,Kuršių g.,56,
IM206006,9334,OBJ00022987,Karštas-vanduo-nuosekliai,Rotušės a.,1,
IM206006,9532,OBJ00025651,karštas - vanduo-nuosekliai,J. Jablonskio g.,3,
IM206006,9374,OBJ00022991,Karštas-vanduo-nuosekliai,M. Valančiaus g.,5,
IM206006,9307,OBJ00022966,karštas-vanduo-nuosekliai,Raguvos g.,10,
IM206006,9346,OBJ00029956,Karštas-vanduo-nuosekliai,J. Naugardo g.,10,
IM206006,9309,OBJ00022943,Karštas-vanduo-nuosekliai,V. Sladkevičiaus g.,12,
IM206006,9548,OBJ00022945,Karštas-vanduo-nuosekliai,J. Naugardo g.,12,
IM206006,9045,OBJ00022958,karštas-vanduo-nuosekliai,Kumelių g.,12,
IM206006,9115,OBJ00022933,karštas-vanduo-nuosekliai,J. Jablonskio g.,13,
IM206006,9274,OBJ00022956,karštas-vanduo-nuosekliai,D. Poškos g.,17,
IM206006,9536,OBJ00022923,karštas-vanduo-nuosekliai,J. Gruodžio g.,18,
IM206006,9251,OBJ00022911,karštas-vanduo-nuosekliai,Palangos g.,20,
IM206006,9073,OBJ00022937,karštas-vanduo-nuosekliai,M. Daukšos g.,20,",A.,B"
IM206006,9415,OBJ00030223,karštas-vanduo nuosekliai,Vilniaus g.,20,
IM206006,9137,OBJ00022924,karštas-vanduo-nuosekliai,Puodžių g.,24,
IM206006,9553,OBJ00022907,karštas-vanduo-nuosekliai,Kurpių g.,27,
IM206006,903,7633S284,karštas-vanduo T-2010-12-14 sk.neveikiantis,M. Daukšos g.,28,A
IM206006,9411,OBJ00022921,Karštas-vanduo-lygiagrečiai,Vilniaus g.,28,A
IM206006,9111,OBJ00023329,karštas-vanduo-nuosekliai,J. Gruodžio g.,31,
IM206006,9079,OBJ00022950,Karštas-vanduo-nuosekliai,M. Daukšos g.,33,
IM206006,9094,OBJ00022929,karštas-vanduo-nuosekliai,Vilniaus g.,35,
IM206006,9535,OBJ00022913,karštas-vanduo-nuosekliai,M. Daukšos g.,36,
IM206006,9081,OBJ00022948,Karštas-vanduo-nuosekliai,M. Daukšos g.,37,
IM206006,9089,OBJ00022930,karštas-vanduo-nuosekliai,Vilniaus g.,41,
IM206006,9395,OBJ00022946,karštas-vanduo-nuosekliai,Vilniaus g.,48,
IM206006,9091,OBJ00022928,karštas-vanduo-nuosekliai,Vilniaus g.,66,
IM206007,9016,OBJ00018677,Karštas-vanduo-nuosekliai,K. Griniaus g.,1,
IM206007,9117,OBJ00018622,Karštas-vanduo-nuosekliai,Bajorų g.,3,
IM206007,9178,OBJ00018667,karštas-vanduo-nuosekliai,Demokratų g.,3,
IM206007,9129,OBJ00018173,karštas-vanduo-nuosekliai,Vytenio g.,4,
IM206007,9001,OBJ00029998,karštas-vanduo-nuosekliai,Bajorų g.,5,
IM206007,9181,OB00019613,karštas-vanduo-nuosekliai,Kulvos g.,6,
IM206007,9122,OBJ00018621,Karštas-vanduo-nuosekliai,Bajorų g.,6,
IM206007,9078,OBJ00029741,karštas-vanduo-nuosekliai,Sąjungos a.,7,
IM206007,9074,OBJ00018374,karštas-vanduo-nuosekliai,Neries krantinė g.,9,
IM206007,9104,OBJ00018396,karštas-vanduo-nuosekliai,Sąjungos a.,9,
IM206007,9130,OBJ00018377,karštas-vanduo-nuosekliai,Vytenio g.,10,
IM206007,9106,OBJ00018397,karštas-vanduo-nuosekliai,Sąjungos a.,11,
IM206007,9076,OBJ00018361,karštas-vanduo-nuosekliai,Neries krantinė g.,12,
IM206007,9131,OBJ00018390,karštas-vanduo-nuosekliai,Vytenio g.,12,
IM206007,9077,OBJ00018358,karštas-vanduo-nuosekliai,Neries krantinė g.,13,
IM206007,9201,OBJ00018347,Karštas-vanduo-nuosekliai,Sąjungos a.,15,
IM206007,9078,OBJ00020075,karštas-vanduo-lygiagrečiai,Neries krantinė g.,20,
IM206007,9132,OBJ0018184,karštas-vanduo-nuosekliai,Vytenio g.,20,
IM206007,2079,6007SN79,karštas-vanduo,Neries krantinė g.,22,
IM206007,2080,6007SN80,karštas-vanduo,Neries krantinė g.,23,
IM206007,9188,OBJ00018366,Karštas-vanduo-nuosekliai,Pagėgių g.,26,A
IM206007,9205,OBJ00018368,Karštas-vanduo-nuosekliai,Pagėgių g.,26,B
IM206007,9137,OBJ00018613,Karštas-vanduo-nuosekliai,Varnių g.,26,
IM206007,9081,OBJ00026932,karštas-vanduo-nuosekliai,Neries krantinė g.,26,
IM206007,9138,OBJ0018183,karštas-vanduo-nuosekliai,Varnių g.,28,
IM206007,9139,OBJ00018189,karštas-vanduo-nuosekliai,Varnių g.,30,
IM206007,9180,OBJ00018671,karštas-vanduo-nuosekliai,Demokratų g.,31,
IM206007,9177,OBJ00018659,karštas-vanduo-nuosekliai,Kuršėnų g.,32,
IM206007,9142,OBJ00018357,karštas-vanduo-nuosekliai,Varnių g.,35,
IM206007,9144,OBJ00018346,karštas-vanduo-nuosekliai,Varnių g.,37,
IM206007,9009,OBJ00018673,karštas-vanduo-nuosekliai,Demokratų g.,38,
IM206007,2010,6007SN10,karštas-vanduo,Demokratų g.,44,
IM206007,2147,6007SN147,karštas-vanduo,Varnių g.,44,
IM206007,9010,OBJ00026346,karštas-vanduo-lygiagrečiai,Demokratų g.,44,
IM206007,9185,OBJ00018370,karštas-vanduo-nuosekliai,Ramygalos g.,45,
IM206007,2183,6007SN183,karštas-vanduo,Kulvos g.,46,
IM206007,9011,OBJ00020059,karštas-vanduo-lygiagrečiai,Demokratų g.,48,
IM206007,9148,OBJ00020057,karštas-vanduo-lygiagrečiai,Varnių g.,51,
IM206007,9035,OBJ00018617,Karštas-vanduo-nuosekliai,A. Stulginskio g.,56,
IM206007,9037,OBJ00018615,Karštas-vanduo-nuosekliai,A. Stulginskio g.,60,
IM206007,9038,OBJ00018619,Karštas-vanduo-lygiagrečiai,A. Stulginskio g.,62,
IM206007,9039,OBJ00018616,Karštas-vanduo-nuosekliai,A. Stulginskio g.,64,
IM206007,9001,OBJ00029964,karštas-vanduo-nuosekliai,Panerių g.,74,
IM206007,9090,OBJ00018603,karštas-vanduo-nuosekliai,Panerių g.,76,
IM206007,9091,OBJ00018602,karštas-vanduo-nuosekliai,Panerių g.,78,
IM206007,9160,OBJ00018674,Karštas-vanduo-nuosekliai,Panerių g.,206,
IM206008,9452,OBJ00023171,karštas-vanduo-nuosekliai,Alsėdžių g.,1,
IM206008,9494,OBJ00029462,karštas-vanduo-nuosekliai,Alsėdžių g.,3,
IM206008,9103,OBJ00023040,Karštas-vanduo-nuosekliai,Vytauto pr.,9,"0,11"
IM206008,9187,OBJ00019599,karštas-vanduo-nuosekliai,Medvėgalio g.,10,
IM206008,9275,OBJ00019638,karštas-vanduo-nuosekliai,Medvėgalio g.,11,
IM206008,9336,OBJ00019587,karštas-vanduo-nuosekliai,Medvėgalio g.,12,
IM206008,9321,OBJ00019496,karštas-vanduo-nuosekliai,Medvėgalio g.,13,
IM206008,9230,OBJ00019901,Karštas-vanduo-nuosekliai,Prancūzų g.,14,
IM206008,9426,OBJ00019637,karštas-vanduo-nuosekliai,Medvėgalio g.,15,
IM206008,9001,OBJ00022400,Karštas-vanduo-lygiagrečiai,Verkių g.,18,
IM206008,9428,OBJ00019639,karštas-vanduo-nuosekliai,Medvėgalio g.,19,
IM206008,9184,OBJ00028317,karštas-vanduo-lygegrečiai,Verkių g.,20,
IM206008,9429,OBJ00019641,karštas-vanduo-nuosekliai,Medvėgalio g.,21,
IM206008,9451,OBJ00030232,karštas-vanduo-nuosekliai,Ašmenos 2-oji g.,21,
IM206008,66,6008SN66,karštas-vanduo,Verkių g.,22,
IM206008,9491,OBJ00019646,karštas-vanduo-nuosekliai,Ašmenos 2-oji g.,23,
IM206008,9432,OBJ00019908,Karštas-vanduo-nuosekliai,Medvėgalio g.,23,
IM206008,67,6008SN67,karštas-vanduo,Verkių g.,24,
IM206008,9490,OBJ00019909,Karštas-vanduo-nuosekliai,Medvėgalio g.,25,
IM206008,9492,OBJ00030231,karštas-vanduo-nuosekliai,Ašmenos 2-oji g.,25,
IM206008,9444,OBJ00024850,karštas-vanduo-nuosekliai,Prancūzų g.,32,
IM206008,9180,OBJ00019648,karštas-vanduo-nuosekliai,Prancūzų g.,45,
IM206008,9440,OBJ00023170,karštas-vanduo-nuosekliai,Vievio g.,45,
IM206008,9198,OBJ00020102,karštas-vanduo-nuosekliai,Hipodromo g.,46,
IM206008,9181,OBJ00019647,karštas-vanduo-nuosekliai,Prancūzų g.,47,
IM206008,9182,OBJ00019611,karštas-vanduo-nuosekliai,Prancūzų g.,51,
IM206008,9433,OBJ00019836,Karštas-vanduo-nuosekliai,Prancūzų g.,62,
IM206008,9131,OBJ00030233,karštas-nuosekliai,A. Juozapavičiaus pr.,99,
IM206009,9074,OBJ00018565,karštas-vanduo-nuosekliai,Pramonės pr.,1,
IM206009,2096,6009SN96,karštas-vanduo,Draugystės g.,2,
IM206009,9096,OBJ00018332,karštas-vanduo-lygiagrečiai,Draugystės g.,2,
IM206009,2097,6009SN97,karštas-vanduo,Draugystės g.,4,
IM206009,9097,OBJ00018330,Karštas-vanduo-lygiagrečiai,Draugystės g.,4,
IM206009,9144,OBJ00029644,karštas-vanduo-nuosekliai,Marių g.,4,
IM206009,2098,6009SN98,karštas-vanduo,Draugystės g.,6,
IM206009,9098,OBJ00018329,karštas-vanduo-lygiagrečiai,Draugystės g.,6,
IM206009,9001,OBJ00029961,karštas-vanduo-nuosekliai,Marių g.,8,
IM206009,2076,6009SN76,karštas-vanduo,Chemijos g.,9,A
IM206009,9076,OBJ00023536,Karštas-vanduo-lygiagrečiai,Chemijos g.,9,A
IM206009,9200,OBJ00021933,karštas-vanduo-nuosekliai,Marių g.,12,
IM206009,9001,OBJ00029963,karštas-vanduo-nuosekliai,Stoties g.,18,
IM206009,9083,OBJ00018252,karštas-vanduo-nuosekliai,Kovo 11-osios g.,28,
IM206009,2085,6009SN85,karštas-vanduo,Kovo 11-osios g.,32,
IM206009,9085,OBJ00018166,karštas-vanduo-lygiagrečiai,Kovo 11-osios g.,32,
IM206009,2087,6009SN87,karštas-vanduo,Kovo 11-osios g.,34,
IM206009,9087,OBJ00018623,Karštas-vanduo-lygiagrečiai,Kovo 11-osios g.,34,
IM206009,2089,6009SN89,karštas-vanduo,Kovo 11-osios g.,36,
IM206009,9089,OBJ00018149,Karštas-vanduo-lygiagrečiai,Kovo 11-osios g.,36,
IM206009,9193,OBJ00021085,Karštas-vanduo-nuosekliai,Kovo 11-osios g.,42,
IM206009,9170,OBJ00018327,karštas-vanduo-nuosekliai,Kovo 11-osios g.,44,
IM206009,2092,6009SN92,karštas-vanduo,Kovo 11-osios g.,52,
IM206009,9092,OBJ00023742,karštas-vanduo-lygiagrečiai,Kovo 11-osios g.,52,
IM206009,2093,6009SN93,karštas-vanduo,Kovo 11-osios g.,54,
IM206009,9093,OBJ00023737,karštas-vanduo-lygiagrečiai,Kovo 11-osios g.,54,
IM206009,9094,OBJ00018250,karštas-vanduo-nuosekliai,Kovo 11-osios g.,56,
