Mokėtojo Nr.,Apskaitos taško Nr.,Objekto Nr.,Pastaba,Gatvės pavadinimas,Namo Nr.,Namo raidė
IM207434,9043,OBJ00018564,karštas-vanduo-nuosekliai,Jotvingių g.,6,
IM207434,9014,OBJ00025013,karštas-vanduo-lygiagrečiai,Šarkuvos g.,6,
IM207434,9001,OBJ00025019,karštas-vanduo-nuosekliai,Rasytės g.,6,
IM207434,9011,OBJ00025054,karštas-vanduo-nuosekliai,Jotvingių g.,7,
IM207434,9062,OBJ00018570,karštas-vanduo-nuosekliai,Jotvingių g.,8,
IM207434,9001,OBJ00018633,Karštas-vanduo-nuosekliai,V. Krėvės pr.,8,
IM207434,9001,OBJ00019982,karštas-vanduo-lygiagrečiai,Birželio 23-osios g.,8,
IM207434,9001,OBJ00020031,karštas-vanduo-nuosekliai,Pienių g.,8,
IM207434,9013,OBJ00025012,karštas-vanduo-lygiagrečiai,Šarkuvos g.,8,
IM207434,9001,OBJ00025073,karštas-vanduo-nuosekliai,Vėtrungės g.,8,
IM207434,9001,OBJ00025075,karštas-vanduo-nuosekliai,Rasytės g.,8,
IM207434,9086,OBJ00020038,karštas-vanduo-nuosekliai,Vandžiogalos g.,9,
IM207434,9009,OBJ00025011,karštas-vanduo-lygiagrečiai,Šarkuvos g.,9,
IM207434,9001,OBJ00025066,karštas-vanduo-nuosekliai,Jotvingių g.,9,
IM207434,9001,OBJ00020037,karštas-vanduo-nuosekliai,Vandžiogalos g.,10,
IM207434,9011,OBJ00025010,karštas-vanduo-lygiagrečiai,Šarkuvos g.,10,
IM207434,9001,OBJ00025064,Karštas-vanduo-nuosekliai,Vėtrungės g.,10,
IM207434,1,OBJ00035250,Karštas vanduo nuosekliai,Krėvos g.,10,
IM207434,1,OBJ00035257,Karštas vanduo nuosekliai,Krėvos g.,10,
IM207434,9001,OBJ00025065,karštas-vanduo-nuosekliai,Jotvingių g.,11,
IM207434,9001,OBJ00020035,karštas-vanduo-nuosekliai,Vandžiogalos g.,12,
IM207434,9068,OBJ00024244,karštas-vanduo-nuosekliai,Jotvingių g.,12,
IM207434,9020,OBJ00024993,karštas-vanduo-nuosekliai,Kuršių g.,12,
IM207434,9003,OBJ00025021,karštas-vanduo-nuosekliai,Rasytės g.,12,
IM207434,9001,OBJ00025063,Karštas-vanduo-nuosekliai,Vėtrungės g.,12,
IM207434,9685,OBJ00023014,karštas-vanduo-nuosekliai,Trakų g.,13,
IM207434,9027,OBJ00025053,karštas-vanduo-nuosekliai,Jotvingių g.,13,
IM207434,9001,OBJ00022399,karštas-vanduo-nuosekliai,Vėtrungės g.,14,
IM207434,9747,OBJ00022985,karštas-vanduo-nuosekliai,A. Mickevičiaus g.,14,
IM207434,9021,OBJ00024996,karštas-vanduo-nuosekliai,Kuršių g.,14,
IM207434,9004,OBJ00025022,karštas-vanduo-nuosekliai,Rasytės g.,14,
IM207434,9001,OBJ00032466,karštas- vanduo- nuosekliai,Totorių g.,14,
IM207434,9019,OBJ00024586,karštas-vanduo-nuosekliai,Šarkuvos g.,15,
IM207434,9072,OBJ00018574,karštas-vanduo-nuosekliai,Jotvingių g.,16,
IM207434,9005,OBJ00025023,karštas-vanduo-nuosekliai,Rasytės g.,16,
IM207434,9023,OBJ00024997,karštas-vanduo-nuosekliai,Kuršių g.,18,
IM207434,9001,OBJ00025061,Karštas-vanduo-nuosekliai,Vėtrungės g.,18,
IM207434,9022,OBJ00025009,karštas-vanduo-nuosekliai,Šarkuvos g.,19,
IM207434,9001,OBJ00021854,Karštas-vanduo-nuosekliai,V. Krėvės pr.,20,
IM207434,9067,OBJ00023270,karštas-vanduo-lygiagrečiai,Šarkuvos g.,20,
IM207434,9001,OBJ00025060,Karštas-vanduo-nuosekliai,Vėtrungės g.,20,
IM207434,9001,OBJ00021124,karštas-vanduo-nuosekliai,V. Krėvės pr.,22,
IM207434,9016,OBJ00024998,karštas-vanduo-nuosekliai,Kuršių g.,22,
IM207434,9001,OBJ00021857,Karštas-vanduo-nuosekliai,Miško g.,23,
IM207434,9007,OBJ00025008,karštas-vanduo-nuosekliai,Šarkuvos g.,23,
IM207434,9017,OBJ00024992,karštas vanduo-nuosekliai,Kuršių g.,24,
IM207434,9001,OBJ00021123,karštas-vanduo-nuosekliai,V. Krėvės pr.,26,
IM207434,9123,OBJ00023265,karštas-vanduo-nuosekliai,Šarkuvos g.,26,
IM207434,9001,OBJ00024994,karštas-vanduo-nuosekliai,Kuršių g.,26,
IM207434,9008,OBJ00025032,karštas-vanduo-nuosekliai,Šarkuvos g.,27,
IM207434,9001,OBJ00021125,karštas-vanduo-nuosekliai,V. Krėvės pr.,28,
IM207434,9002,OBJ00024999,karštas-vanduo-nuosekliai,Kuršių g.,28,
IM207434,9038,OBJ00018338,Karštas-vanduo-lygiagrečiai,V. Krėvės pr.,30,
IM207434,9003,OBJ00025031,karštas-vanduo-nuosekliai,Kuršių g.,30,
IM207434,9006,OBJ00025037,karštas-vanduo-nuosekliai,Rasytės g.,30,
IM207434,9004,OBJ00025006,karštas-vanduo-nuosekliai,Kuršių g.,32,
IM207434,9015,OBJ00025007,karštas-vanduo-nuosekliai,Šarkuvos g.,32,
IM207434,9047,OBJ00018576,karštas-vanduo-nuosekliai,Šarkuvos g.,33,
IM207434,9007,OBJ00025038,karštas-vanduo-nuosekliai,Rasytės g.,34,
IM207434,9001,OBJ00031554,karštas-vanduo-nuosekliai,Laisvės al.,35,
IM207434,9009,OBJ00023301,karštas-vanduo-nuosekliai,Rasytės g.,36,
IM207434,9046,OBJ00018502,karštas-vanduo-nuosekliai,Kuršių g.,40,
IM207434,9025,OBJ00025040,karštas-vanduo-nuosekliai,Rasytės g.,42,
IM207434,9024,OBJ00025041,karštas-vanduo-nuosekliai,Rasytės g.,44,
IM207434,9015,OBJ00018594,karštas-vanduo-lygiagrečiai,Kuršių g.,46,
IM207434,9026,OBJ00025043,karštas-vanduo-nuosekliai,Rasytės g.,46,
IM207434,9016,OBJ00018596,karštas-vanduo-lygiagrečiai,Kuršių g.,48,
IM207434,9017,OBJ00018597,karštas-vanduo-lygiagrečiai,Kuršių g.,50,
IM207434,9018,OBJ00025055,karštas-vanduo-lygiagrečiai,Kuršių g.,58,
IM207434,9544,OBJ00023819,karštas-vanduo-nuosekliai,Vytauto pr.,60,
IM207434,9001,OBJ00025074,karštas-vanduo-nuosekliai,Kuršių g.,60,
IM207434,9001,OBJ00021586,Karštas-vanduo-nuosekliai,Taikos pr.,67,
IM207434,9001,OBJ00020041,karštas-vanduo-nuosekliai,Vandžiogalos g.,84,A
IM207435,9001,OBJ00027214,karštas-vanduo-nuosekliai,Vaivos g.,2,
IM207435,9001,OBJ00020673,karštas-vanduo-lygiagrečiai,Birželio 23-osios g.,3,
IM207435,9001,OBJ00021584,karštas-vanduo-nuosekliai,Naručio g.,3,
IM207435,9001,OBJ00021938,karštas-vanduo-nuosekliai,Pietų g.,3,
IM207435,7001,5061SN901,karštas-vanduo-lygiagrečiai,Birželio 23-osios g.,5,
IM207435,9001,OBJ00021393,karštas-vanduo-nuosekliai,Radvilėnų pl.,5,
IM207435,9001,OBJ00021945,karštas-vanduo-nuosekliai,Žuvinto g.,5,A
IM207435,9001,OBJ00025157,karštas-vanduo-nuosekliai,Pietų g.,5,
IM207435,9001,OBJ00019618,karštas-vanduo-nuosekliai,Vaižganto g.,7,
IM207435,9001,OBJ00023514,karštas-vanduo-lygiagrečiai,Birželio 23-osios g.,7,
IM207435,9001,OBJ00018752,Karštas-vanduo-nuosekliai,Giedraičių g.,9,
IM207435,9001,OBJ00023364,Karštas-vanduo-lygiagrečiai,Birželio 23-osios g.,9,
IM207435,9001,OBJ00018726,Karštas-vanduo-lygiagrečiai,Partizanų g.,10,C
IM207435,9002,OBJ00019208,karštas-vanduo-lygiagrečiai,Partizanų g.,10,A
IM207435,9001,OBJ00019252,Karštas-vanduo-nuosekliai,Liutauro aklg.,10,
IM207435,9001,OBJ00019711,Karštas-vanduo-lygiagrečiai,Partizanų g.,10,B
IM207435,9001,OBJ00018725,Karštas-vanduo-lygiagrečiai,Birželio 23-osios g.,11,
IM207435,9031,OBJ00020270,karštas-vanduo-lygiagrečiai,Gričiupio g.,11,
IM207435,1,OBJ00033277,karštas-vanduo-nuosekliai,Vaižganto g.,11,
IM207435,1,OBJ00033278,karštas-vanduo-nuosekliai,Vaižganto g.,11,C
IM207435,1,OBJ00033279,karštas-vanduo-nuosekliai,Vaižganto g.,11,D
IM207435,1,OBJ00033280,karštas-vanduo-nuosekliai,Vaižganto g.,11,E
IM207435,9001,OBJ00033281,karštas-vanduo-nuosekliai,Vaižganto g.,11,F
IM207435,1,OBJ00033282,karštas-vanduo-nuosekliai,Vaižganto g.,11,G
IM207435,7001,5093SN901,karštas-vanduo-lygiagrečiai,Partizanų g.,12,
IM207435,9001,OBJ00019239,karštas-vanduo-nuosekliai,Naglio g.,12,
IM207435,9001,OBJ00020733,Karštas-vanduo-nuosekliai,Liutauro aklg.,12,
IM207435,9001,OBJ00021940,karštas-vanduo-nuosekliai,Aušros g.,12,
IM207435,2,OBJ00017359,karštas-vanduo-lygiagrečiai,Žuvinto g.,13,
IM207435,9001,OBJ00023352,Karštas-vanduo-lygiagrečiai,Birželio 23-osios g.,13,
IM207435,9001,OBJ00018586,karštas-vanduo-nuosekliai,Gričiupio g.,14,
IM207435,9001,OBJ00021839,karštas-vanduo-nuosekliai,Žuvinto g.,15,
IM207435,9001,OBJ00025652,karštas-vanduo-lygiagrečiai,Birželio 23-osios g.,15,
IM207435,9006,OBJ00018918,karštas-vanduo-lygiagrečiai,Partizanų g.,16,C
IM207435,9007,OBJ00018919,karštas-vanduo-lygiagrečiai,Partizanų g.,16,C
IM207435,9001,OBJ00025205,karštas-vanduo-lygiagrečiai,Partizanų g.,16,B
IM207435,9002,OBJ00025206,karštas-vanduo-lygiagrečiai,Partizanų g.,16,B
IM207435,9001,OBJ00025511,karštas-vanduo-lygiagrečiai,Birželio 23-osios g.,17,
IM207435,9001,OBJ00025169,karštas-vanduo-lygiagrečiai,Partizanų g.,18,
IM207435,9001,OBJ00022393,karštas-vanduo-nuosekliai,Dujotiekio g.,19,
IM207435,9004,OBJ00026060,karštas-vanduo-lygiagrečiai,Pramonės pr.,26,
IM207435,9001,OBJ00019224,karštas-vanduo-lygiagrečiai,Kovo 11-osios g.,29,
IM207435,9054,OBJ00025564,karštas-vanduo-lygiagrečiai,Pramonės pr.,30,
IM207435,9001,OBJ00025727,karštas-vanduo-nuosekliai,Saulės g.,30,
IM207435,9001,OBJ00029943,karštas-vanduo-nuosekliai,K. Būgos g.,30,
IM207435,9001,OBJ00021947,karštas-vanduo-nuosekliai,Slėnio g.,33,
IM207435,9001,OBJ00022231,karštas-vanduo-nuosekliai,Taikos pr.,33,B
IM207435,9001,OBJ00025517,karštas-vanduo-nuosekliai,Pašilės g.,36,
IM207435,9001,OBJ00019168,Karštas-vanduo-nuosekliai,Žuvinto g.,37,
IM207435,9001,OBJ00019768,Karštas-vanduo-nuosekliai,Naručio g.,37,
IM207435,9112,OBJ00021107,karštas-vanduo-nuosekliai,R. Kalantos g.,42,
IM207435,9001,OBJ00025753,karštas-vanduo-lygiagrečiai,Kovo 11-osios g.,43,
IM207435,9001,OBJ00019770,Karštas-vanduo-nuosekliai,Naručio g.,44,
IM207435,9001,OBJ00020276,karštas-vanduo-lygiagrečiai,Pašilės g.,46,
IM207435,9010,OBJ00018260,Karštas-vanduo-nuosekliai,K. Baršausko g.,47,
IM207435,9001,OBJ00022401,karštas-vanduo-lygiagrečiai,Kovo 11-osios g.,47,
IM207435,9001,OBJ00020288,Karštas-vanduo-lygiagrečiai,Pašilės g.,48,
IM207435,2,OBJ00024332,karštas-vanduo-nuosekliai,Saulės g.,51,A
IM207435,9001,OBJ00027590,karštas-vanduo-nuosekliai,Pašilės g.,55,
IM207435,7001,5049SN901,karštas-vanduo-lygiagrečiai,Pašilės g.,56,
IM207435,9023,OBJ00018257,Karštas-vanduo-nuosekliai,K. Baršausko g.,75,
IM207435,9001,OBJ00023704,karštas-vanduo-lygiagrečiai,Taikos pr.,76,
IM207435,9001,OBJ00026088,karštas-vanduo-lygiagrečiai,Taikos pr.,80,
IM207435,9001,OBJ00018738,karštas-vanduo-nuosekliai,V. Krėvės pr.,81,
IM207435,9001,OBJ00018191,karštas-vanduo-nuosekliai,V. Krėvės pr.,87,
IM207435,9035,OBJ00018143,karštas-vanduo-nuosekliai,K. Baršausko g.,89,
IM207435,9001,OBJ00019196,karštas-vanduo-nuosekliai,Partizanų g.,92,
IM207435,1,OBJ00010818,karštas-vanduo-nuosekliai,Pašilės g.,96,
IM207435,9001,OBJ00019681,karštas-vanduo-nuosekliai,R. Kalantos g.,98,
IM207435,9001,OBJ00021233,karštas-vanduo-nuosekliai,V. Krėvės pr.,99,A
IM207435,9118,OBJ00019749,Karštas-vanduo-nuosekliai,R. Kalantos g.,100,
IM207435,9001,OBJ00021126,karštas-vanduo-nuosekliai,V. Krėvės pr.,100,
IM207435,9130,OBJ00019691,karštas-vanduo-nuosekliai,R. Kalantos g.,102,
IM207435,9001,OBJ00021153,Karštas-vanduo-nuosekliai,Partizanų g.,104,
IM207435,9001,OBJ00018743,karštas-vanduo-nuosekliai,Partizanų g.,106,
IM207435,9001,OBJ00021138,karštas-vanduo-nuosekliai,V. Krėvės pr.,107,
IM207435,9001,OBJ00021154,Karštas-vanduo-nuosekliai,Partizanų g.,108,
IM207435,9001,OBJ00018753,Karštas-vanduo-lygiagrečiai,V. Krėvės pr.,109,
IM207435,9001,OBJ00019672,karštas-vanduo-nuosekliai,Partizanų g.,114,
IM207435,9001,OBJ00021395,karštas-vanduo-nuosekliai,Partizanų g.,116,
IM207435,9001,OBJ00021238,karštas-vanduo-nuosekliai,Partizanų g.,120,
IM207435,9001,OBJ00019206,karštas-vanduo-nuosekliai,Partizanų g.,124,
IM207435,9001,OBJ00019610,karštas-vanduo-nuosekliai,Partizanų g.,126,
IM207435,9001,OBJ00019213,karštas-vanduo-nuosekliai,Partizanų g.,128,
IM207435,9001,OBJ00021322,karštas-vanduo-nuosekliai,Partizanų g.,154,
IM207435,9001,OBJ00021239,karštas-vanduo-nuosekliai,Partizanų g.,156,
IM207435,9149,OBJ00019606,karštas-vanduo-nuosekliai,Partizanų g.,160,
IM207435,9001,OBJ00025696,karštas-vanduo-nuosekliai,Partizanų g.,166,
IM207435,9148,OBJ00018771,karštas-vanduo-nuosekliai,Partizanų g.,168,
IM207435,9002,OBJ00019487,Karštas-vanduo-nuosekliai,R. Kalantos g.,169,B
IM207435,9001,OBJ00019494,karštas-vanduo-nuosekliai,R. Kalantos g.,169,A
IM207435,9001,OBJ00025698,karštas-vanduo-nuosekliai,Partizanų g.,170,
IM207435,9002,OBJ00021320,karštas-vanduo-nuosekliai,Partizanų g.,172,
IM207435,9001,OBJ00026865,karštas-vanduo-nuosekliai,Partizanų g.,190,
IM207435,9155,OBJ00020981,karštas-vanduo-nuosekliai,Partizanų g.,200,
IM207435,9001,OBJ00030602,karštas-vanduo-nuosekliai,Partizanų g.,206,
IM207435,9001,OBJ00018731,Karštas-vanduo-nuosekliai,Partizanų g.,208,
IM207435,9001,OBJ00019661,Karštas-vanduo-nuosekliai,Partizanų g.,222,
IM207435,1,OBJ00032207,Karštas vanduo nuosekliai,Partizanų g.,224,A
IM207435,9001,OBJ00019879,Karštas-vanduo-nuosekliai,Partizanų g.,226,
IM207435,9001,OBJ00019880,Karštas-vanduo-nuosekliai,Partizanų g.,228,
IM207435,9001,OBJ00021237,karštas-vanduo-nuosekliai,Partizanų g.,230,
IM207436,9456,OBJ00018636,karštas-vanduo-nuosekliai,Mažoji g.,1,
IM207436,9063,OBJ00021116,karštas-vanduo-nuosekliai,Šiaurės pr.,1,
IM207436,9070,OBJ00020061,karštas-vanduo-lygiagrečiai,Neries krantinė g.,2,
IM207436,9457,OBJ00018641,karštas-vanduo-nuosekliai,Mažoji g.,3,
IM207436,9453,OBJ00019191,Karštas-vanduo-nuosekliai,Kampiškių g.,3,
IM207436,9454,OBJ00019192,Karštas-vanduo-nuosekliai,Kampiškių g.,5,
IM207436,9458,OBJ00019204,Karštas-vanduo-nuosekliai,Mažoji g.,5,
IM207436,9005,OBJ00023019,karštas-vanduo-lygiagrečiai,Neries krantinė g.,5,
IM207436,9459,OBJ00018649,karštas-vanduo-nuosekliai,Mažoji g.,7,
IM207436,9455,OBJ00019190,Karštas-vanduo-nuosekliai,Kampiškių g.,7,
IM207436,9006,OBJ00023018,karštas-vanduo-lygiagrečiai,Neries krantinė g.,7,
IM207436,9001,OBJ00019054,karštas-vanduo-lygiagrečiai,Geležinio Vilko g.,8,
IM207436,9461,OBJ00018647,karštas-vanduo-nuosekliai,Mažoji g.,9,
IM207436,9462,OBJ00018648,karštas-vanduo-nuosekliai,Mažoji g.,9,A
IM207436,9067,OBJ00026487,karštas-vanduo-lygiagrečiai,Šiaurės pr.,9,
IM207436,9105,OBJ00018373,Karštas-vanduo-nuosekliai,Sąjungos a.,10,
IM207436,9495,OBJ00018644,karštas-vanduo-nuosekliai,Plento g.,10,D
IM207436,9468,OBJ00018650,karštas-vanduo-nuosekliai,Plento g.,10,A
IM207436,9469,OBJ00018670,Karštas-vanduo-nuosekliai,Plento g.,10,B
IM207436,9464,OBJ00018639,karštas-vanduo-nuosekliai,Mažoji g.,11,A
IM207436,9463,OBJ00018643,karštas-vanduo-nuosekliai,Mažoji g.,11,
IM207436,9107,OBJ00023241,karštas-vanduo-lygiagrečiai,Sąjungos a.,12,
IM207436,9001,OBJ00019251,karštas-vanduo-nuosekliai,Plento g.,14,
IM207436,9109,OBJ00020060,karštas-vanduo-lygiagrečiai,Sąjungos a.,14,
IM207436,9001,OBJ00002977,karštas-vanduo-lygiagrečiai,Geležinio Vilko g.,15,
IM207436,9016,OBJ00018682,karštas-vanduo-nuosekliai,Plento g.,16,
IM207436,9006,OBJ00019877,Karštas-vanduo-lygiagrečiai,Geležinio Vilko g.,18,
IM207436,2,OBJ00015988,karštas-vanduo-lygiagrečiai,Geležinio Vilko g.,19,
IM207436,2,OBJ00015989,karštas-vanduo-lygiagrečiai,Geležinio Vilko g.,19,A
IM207436,9001,OBJ00019501,karštas-vanduo-nuosekliai,Šiaurės pr.,19,
IM207436,2,OBJ00015967,karštas-vanduo-lygiagrečiai,Geležinio Vilko g.,21,A
IM207436,2,OBJ00015987,karštas-vanduo-lygiagrečiai,Geležinio Vilko g.,21,
IM207436,9072,OBJ00023127,karštas-vanduo-nuosekliai,Šiaurės pr.,21,
IM207436,9475,OBJ00018663,Karštas-vanduo-nuosekliai,Plento g.,24,
IM207436,9009,OBJ00019878,Karštas-vanduo-lygiagrečiai,Geležinio Vilko g.,24,
IM207436,1,OBJ00034916,Karštas-vanduo-nuosekliai,Brastos g.,24,A
IM207436,1,OBJ00034919,Karštas-vanduo-nuosekliai,Brastos g.,24,
IM207436,9231,OBJ00018656,karštas-vanduo-nuosekliai,Plento g.,26,
IM207436,9001,OBJ00020530,Karštas-vanduo-nuosekliai pl.0982630,Plento g.,26,B
IM207436,9002,OBJ00020531,Karštas-vanduo-nuosekliai,Plento g.,26,C
IM207436,9476,OBJ00026070,karštas-vanduo-lygiagrečiai,Plento g.,26,A
IM207436,9001,OBJ00032884,karštas-vanduo-nuosekliai,Brastos g.,26,
IM207436,9001,OBJ00032885,karštas-vanduo-nuosekliai,Brastos g.,26,A
IM207436,1,OBJ00033943,Karštas-vanduo- nuosekliai,Brastos g.,26,B
IM207436,9001,OBJ00019875,Karštas-vanduo-lygiagrečiai,Šiaurės pr.,27,
IM207436,9002,OBJ00019876,Karštas-vanduo-lygiagrečiai,Šiaurės pr.,29,
IM207436,9001,OBJ00024276,karštas-vanduo-nuosekliai,Sartų g.,39,
IM207436,9001,OBJ00020861,karštas-vanduo-lygiagrečiai,Pramonės pr.,40,
IM207436,9286,OBJ00019674,karštas-vanduo-nuosekliai,A. Smetonos al.,47,A
IM207436,9001,OBJ00019573,karštas-vanduo-nuosekliai,V. Krėvės pr.,51,
IM207436,9291,OBJ00018626,karštas-vanduo-nuosekliai,A. Smetonos al.,55,
IM207436,9292,OBJ00018629,karštas-vanduo-nuosekliai,A. Smetonos al.,55,A
IM207436,9485,OBJ00018652,karštas-vanduo-nuosekliai,A. Smetonos al.,57,A
IM207436,9293,OBJ00018634,karštas-vanduo-nuosekliai,A. Smetonos al.,59,
IM207436,9001,OBJ00018160,karštas-vanduo-lygiagrečiai,V. Krėvės pr.,61,
IM207436,9001,OBJ00019245,karštas-vanduo-lygiagrečiai,A. Smetonos al.,63,
IM207436,9427,OBJ00018627,karštas-vanduo-nuosekliai,A. Smetonos al.,67,
IM207436,9297,OBJ00018630,karštas-vanduo-nuosekliai,A. Smetonos al.,69,
IM207436,9001,OBJ00025220,karštas-vanduo-nuosekliai,Partizanų g.,70,
IM207436,9038,OBJ00021127,karštas-vanduo-nuosekliai,V. Krėvės pr.,71,
IM207436,9001,OBJ00021128,karštas-vanduo-nuosekliai,V. Krėvės pr.,79,
IM207436,9001,OBJ00019492,karštas-vanduo-nuosekliai,Pramonės pr.,91,
IM207436,9001,OBJ00022540,karštas-vanduo-nuosekliai,Kovo 11-osios g.,102,
IM207436,9001,OBJ00024843,karštas-vanduo-nuosekliai,Kovo 11-osios g.,110,
IM207436,9001,OBJ00019193,karštas-vanduo-nuosekliai,Kovo 11-osios g.,114,
IM207436,9001,OBJ00018713,Karštas-vanduo-nuosekliai,Kovo 11-osios g.,118,
IM207436,9063,OBJ00019535,karštas-vanduo-nuosekliai,Raudondvario pl.,184,
IM207436,9401,OBJ00018353,Karštas-vanduo-nuosekliai,Raudondvario pl.,190,
IM207436,9402,OBJ00019667,karštas-vanduo-nuosekliai,Raudondvario pl.,190,A
IM207436,9066,OBJ00018352,Karštas-vanduo-nuosekliai,Raudondvario pl.,200,
IM207436,9001,OBJ00021316,karštas-vanduo-nuosekliai,Raudondvario pl.,204,A
IM207436,9406,OBJ00018354,Karštas-vanduo-nuosekliai,Raudondvario pl.,226,A
IM207436,9405,OBJ00018349,Karštas-vanduo-nuosekliai,Raudondvario pl.,228,
IM207436,9407,OBJ00018362,Karštas-vanduo-nuosekliai,Raudondvario pl.,228,A
IM207436,9001,OBJ00019125,karštas-vanduo-nuosekliai,Savanorių pr.,382,
IM207436,9001,OBJ00026005,karštas-vanduo-nuosekliai,Savanorių pr.,394,
IM207436,9036,OBJ00022659,Karštas-vanduo-lygiagrečiai,Savanorių pr.,397,
IM207436,9001,OBJ00026107,karštas-vanduo-lygiagrečiai,Savanorių pr.,409,
IM207436,9010,OBJ00019571,Karštas-vanduo-lygiagrečiai,Savanorių pr.,415,
IM207436,9009,OBJ00019568,Karštas-vanduo-lygiagrečiai,Savanorių pr.,417,
IM207437,9001,OBJ00019138,Karštas-vanduo-nuosekliai,S. Žukausko g.,1,
IM207437,1,OBJ00010096,karštas-vanduo-nuosekliai,Universiteto g.,2,
IM207437,9002,OBJ00019683,Karštas-vanduo-nuosekliai,Ukmergės g.,2,
IM207437,9001,OBJ00022417,Karštas-vanduo-nuosekliai,Pilėnų g.,2,
IM207437,9002,OBJ00022418,Karštas-vanduo-nuosekliai,Pilėnų g.,2,
IM207437,9047,OBJ00018588,karštas-vanduo-nuosekliai,Pilėnų g.,3,
IM207437,9002,OBJ00019056,Karštas-vanduo-nuosekliai,S. Žukausko g.,3,
IM207437,9118,OBJ00019892,Karštas-vanduo-nuosekliai,Antanavos g.,3,
IM207437,9001,OBJ00022573,karštas-vanduo-nuosekliai,Mokyklos g.,3,
IM207437,2,OBJ00016478,karštas-vanduo-lygiagrečiai,Pilėnų g.,4,
IM207437,9003,OBJ00019685,Karštas-vanduo-nuosekliai,Ukmergės g.,4,
IM207437,9001,OBJ00029560,karštas vanduo nuosekliai,Varduvos g.,4,
IM207437,9003,OBJ00019135,Karštas-vanduo-nuosekliai,S. Žukausko g.,5,
IM207437,9511,OBJ00019652,karštas-vanduo-nuosekliai,Antanavos g.,5,
IM207437,9006,OBJ00020054,karštas-vanduo-nuosekliai,Ukmergės g.,5,
IM207437,9001,OBJ00020698,karštas-vanduo-nuosekliai,Pilėnų g.,5,
IM207437,9001,OBJ00018730,karštas-vanduo-nuosekliai,Seinų g.,6,
IM207437,9001,OBJ00022222,karštas-vanduo-nuosekliai,Pilėnų g.,6,
IM207437,9004,OBJ00019139,Karštas-vanduo-nuosekliai,S. Žukausko g.,7,
IM207437,9517,OBJ00019894,Karštas-vanduo-nuosekliai,Antanavos g.,7,
IM207437,9001,OBJ00021315,karštas-vanduo-nuosekliai,Pilėnų g.,8,
IM207437,9001,OBJ00019140,Karštas-vanduo-nuosekliai,S. Žukausko g.,9,
IM207437,9001,OBJ00018745,karštas-vanduo-nuosekliai,Pilėnų g.,10,
IM207437,9008,OBJ00019150,Karštas-vanduo-nuosekliai,Ukmergės g.,10,
IM207437,9006,OBJ00019838,Karštas-vanduo-nuosekliai,S. Žukausko g.,11,
IM207437,9007,OBJ00019133,Karštas-vanduo-nuosekliai,S. Žukausko g.,13,
IM207437,9001,OBJ00020365,karštas-vanduo-nuosekliai,Pilėnų g.,14,
IM207437,9001,OBJ00020367,karštas-vanduo-nuosekliai,Pilėnų g.,14,
IM207437,1,OBJ00034942,Karštas vanduo nuosekliai,A. Kačanausko g.,16,
IM207437,9001,OBJ00019266,karštas-vanduo-lygiagrečiai,Muravos g.,19,
IM207437,9001,OBJ00020370,karštas-vanduo-nuosekliai,Antanavos g.,19,
IM207437,9141,OBJ00022813,Karštas-vanduo-nuosekliai,S. Žukausko g.,19,
IM207437,9001,OBJ00025754,karštas-vanduo-lygiagrečiai,P. Lukšio g.,19,
IM207437,9005,OBJ00019686,Karštas-vanduo-nuosekliai,Ukmergės g.,20,
IM207437,9006,OBJ00019687,Karštas-vanduo-nuosekliai,Ukmergės g.,24,
IM207437,9001,OBJ00021942,karštas-vanduo-nuosekliai,S. Žukausko g.,33,
IM207437,9119,OBJ00023314,karštas-vanduo-nuosekliai,Ukmergės g.,34,
IM207437,9004,OBJ00019694,Karštas-vanduo-nuosekliai,S. Žukausko g.,35,
IM207437,9001,OBJ00033321,karštas-vanduo-nuosekliai,Pramonės pr.,41,A
IM207437,9001,OBJ00025755,karštas-vanduo-lygiagrečiai,P. Lukšio g.,43,
IM207437,9001,OBJ00019675,Karštas-vanduo-nuosekliai,P. Lukšio g.,45,
IM207437,9002,OBJ00019676,Karštas-vanduo-nuosekliai,P. Lukšio g.,47,
IM207437,9003,OBJ00022154,karštas-vanduo-nuosekliai,Archyvo g.,48,
IM207437,9003,OBJ00022159,karštas-vanduo-nuosekliai,Archyvo g.,50,
IM207437,9001,OBJ00018734,Karštas-vanduo-nuosekliai,Pramonės pr.,59,
IM207437,9001,OBJ00019679,Karštas-vanduo-nuosekliai,P. Lukšio g.,68,
IM207437,9089,OBJ00029982,karštas-vanduo-nuosekliai,Šiaurės pr.,69,
IM207437,9001,OBJ00021106,Karštas-vanduo-nuosekliai,Kovo 11-osios g.,74,
IM207437,9001,OBJ00019189,karštas-vanduo-lygiagrečiai,Kovo 11-osios g.,76,
IM207437,9001,OBJ00018736,Karštas-vanduo-lygiagrečiai,Pramonės pr.,79,
IM207437,9001,OBJ00026999,karštas - vanduo-nuosekliai,Šiaurės pr.,81,
IM207437,9001,OBJ00021522,karštas-vanduo-nuosekliai,Kovo 11-osios g.,82,
IM207437,9001,OBJ00023147,karštas-vanduo-nuosekliai,Šiaurės pr.,83,
IM207437,9001,OBJ00020716,Karštas-vanduo-nuosekliai,Kovo 11-osios g.,84,
IM207437,9002,OBJ00019696,Karštas-vanduo-nuosekliai,Šiaurės pr.,87,
